400,30,-97.39
410,30,-2.45
420,30,-38.06
430,30,-22.3
440,30,2.94
450,30,67.8
460,30,-29.18
470,30,-27.23
480,30,-33.31
490,30,-24.07
500,30,9.37
510,30,6.64
520,30,-1.11
530,30,-14.08
540,30,-15.36
550,30,13.43
560,30,29.98
570,30,-12.51
580,30,-15.2
590,30,-10.31
600,30,-5.63
610,30,-5.74
620,30,-5.54
630,30,-5.05
640,30,-4.32
650,30,-3.51
660,30,-2.16
670,30,-4.55
680,30,-2.78
690,30,-1.82
700,30,-1.75
710,30,-1.58
720,30,-1.37
730,30,-89.16
740,30,-15.89
750,30,7.48
760,30,-0.6
770,30,-1.42
780,30,-1.56
790,30,-1.66
800,30,0.97
810,30,63.55
820,30,18.12
830,30,12.42
840,30,0.44
850,30,-0.03
860,30,-0.24
870,30,-0.43
880,30,-0.7
890,30,-0.2
900,30,-0.45
910,30,-0.3
920,30,-0.34
930,30,-0.15
940,30,-0.11
950,30,-0.59
960,30,-0.69
970,30,-1.1
980,30,-1.06
990,30,-0.91
1000,30,-1
1010,30,-1.08
1020,30,-1.06
1030,30,-1.3
1040,30,-1.22
1050,30,-1.47
1060,30,-1.38
1070,30,-1.4
1080,30,-1.9
1090,30,2.58
1100,30,1.27
1110,30,1.29
1120,30,1.19
1130,30,1.39
1140,30,0.78
1150,30,1.02
1160,30,0.52
1170,30,0.29
1180,30,0.32
1190,30,-1.71
1200,30,-17.61
1210,30,2.19
1220,30,2.21
1230,30,2.56
1240,30,2.44
1250,30,2.01
1260,30,1.67
1270,30,1.7
1280,30,2.23
1290,30,2.19
1300,30,2.96
1310,30,2.86
1320,30,2.78
1330,30,2.68
1340,30,2.26
1350,30,2.59
1360,30,2.47
1370,30,1.78
1380,30,1.84
1390,30,1.45
1400,30,1.53
1410,30,1.01
1420,30,0.16
1430,30,-0.33
1440,30,-0.62
1450,30,-1.04
1460,30,-1.53
1470,30,-2.53
1480,30,-3.1
1490,30,-3.23
1500,30,-3.77
1510,30,-4.18
1520,30,-4.83
1530,30,-5.07
1540,30,-6.35
1550,30,-6.96
1560,30,-6.93
1570,30,-7.46
1580,30,-7.78
1590,30,-7.72
1600,30,-8.12
1610,30,-9.47
1620,30,-11.04
1630,30,-10.62
1640,30,-8.95
1650,30,-10.14
1660,30,-10.33
1670,30,-9.54
1680,30,-9.39
1690,30,-11.02
1700,30,-10.32
1710,30,-9.81
1720,30,-10.78
1730,30,-11.86
1740,30,-11.12
1750,30,-9.74
1760,30,-9.54
1770,30,-10.03
1780,30,-9.94
1790,30,-9.11
1800,30,-8.65
1810,30,-8.65
1820,30,-8.22
1830,30,-7.58
1840,30,-7.04
1850,30,-6.77
1860,30,-6.31
1870,30,-6.18
1880,30,-5.79
1890,30,-5.65
1900,30,-5.31
1910,30,-4.62
1920,30,-4.12
1930,30,-4.33
1940,30,-4.13
1950,30,-3.91
1960,30,-3.44
1970,30,-2.92
1980,30,-2.2
1990,30,-1.56
2000,30,-1.07
2010,30,-0.33
2020,30,0.21
2030,30,0.51
2040,30,0.61
2050,30,0.57
2060,30,0.37
2070,30,0.39
2080,30,0.08
2090,30,0.02
2100,30,-0.19
2110,30,-0.39
2120,30,-0.64
2130,30,-0.67
2140,30,-0.89
2150,30,-1.23
2160,30,-1.71
2170,30,-2.02
2180,30,-2.38
2190,30,-2.54
2200,30,-2.81
2210,30,-2.77
2220,30,-2.67
2230,30,-2.33
2240,30,-2.25
2250,30,-2.24
2260,30,-2.44
2270,30,-2.73
2280,30,-3.03
2290,30,-3.45
2300,30,-4.12
2310,30,-4.62
2320,30,-4.99
2330,30,-5.06
2340,30,-5.2
2350,30,-5.15
2360,30,-5.03
2370,30,-4.64
2380,30,-4.35
2390,30,-4.24
400,60,33.09
410,60,-42.41
420,60,-18.32
430,60,-26.67
440,60,-10.42
450,60,-18.34
460,60,-18.77
470,60,-16.9
480,60,-20.42
490,60,-18.94
500,60,7.86
510,60,3.43
520,60,-14.31
530,60,-6.51
540,60,2.97
550,60,6.3
560,60,3.29
570,60,-3.19
580,60,-3.8
590,60,-3.58
600,60,-3.34
610,60,-2.83
620,60,-3.44
630,60,-3.1
640,60,-3.2
650,60,-2.12
660,60,0.08
670,60,-4.37
680,60,13.27
690,60,1.5
700,60,-0.66
710,60,-0.65
720,60,-0.75
730,60,17.52
740,60,1.02
750,60,0.43
760,60,-0.67
770,60,-0.53
780,60,-0.81
790,60,-0.5
800,60,21.98
810,60,79.58
820,60,36.62
830,60,2.93
840,60,-0.17
850,60,-0.73
860,60,-0.63
870,60,-0.36
880,60,-0.55
890,60,-0.01
900,60,-0.05
910,60,0.33
920,60,-0.53
930,60,-0.49
940,60,-0.46
950,60,-0.54
960,60,-0.95
970,60,-1.07
980,60,-1.15
990,60,-1.02
1000,60,-1.11
1010,60,-1.24
1020,60,-1.32
1030,60,-1.41
1040,60,-1.34
1050,60,-1.6
1060,60,-1.69
1070,60,-1.74
1080,60,-1.57
1090,60,1.06
1100,60,0.93
1110,60,0.71
1120,60,0.23
1130,60,0.78
1140,60,0.61
1150,60,0.55
1160,60,0.26
1170,60,-0.11
1180,60,-1.09
1190,60,-117.27
1200,60,1.27
1210,60,2.41
1220,60,2.53
1230,60,2.26
1240,60,2.28
1250,60,2.28
1260,60,2.03
1270,60,2.08
1280,60,2.38
1290,60,2.65
1300,60,2.86
1310,60,3.46
1320,60,3.28
1330,60,3.35
1340,60,3.16
1350,60,3.04
1360,60,2.98
1370,60,2.78
1380,60,2.64
1390,60,2.76
1400,60,2.43
1410,60,2.54
1420,60,2.57
1430,60,2.15
1440,60,1.41
1450,60,1.31
1460,60,1.05
1470,60,1
1480,60,0.59
1490,60,0.25
1500,60,0.27
1510,60,-0.2
1520,60,-0.39
1530,60,-0.73
1540,60,-1.06
1550,60,-1.32
1560,60,-1.41
1570,60,-1.53
1580,60,-1.79
1590,60,-1.92
1600,60,-1.87
1610,60,-1.85
1620,60,-2.35
1630,60,-2.82
1640,60,-2.58
1650,60,-2.15
1660,60,-2.21
1670,60,-2.51
1680,60,-2.23
1690,60,-2.12
1700,60,-2.53
1710,60,-2.19
1720,60,-2.01
1730,60,-2.08
1740,60,-2.26
1750,60,-2.05
1760,60,-1.58
1770,60,-1.47
1780,60,-1.09
1790,60,-0.94
1800,60,-0.58
1810,60,-0.27
1820,60,-0.15
1830,60,0.19
1840,60,0.53
1850,60,1.07
1860,60,1.15
1870,60,1.28
1880,60,1.47
1890,60,1.58
1900,60,2.17
1910,60,2.63
1920,60,2.72
1930,60,2.99
1940,60,3.36
1950,60,3.77
1960,60,4.22
1970,60,4.09
1980,60,4.15
1990,60,4.1
2000,60,3.8
2010,60,3.28
2020,60,2.32
2030,60,1.24
2040,60,0.07
2050,60,-1.55
2060,60,-3.16
2070,60,-3.98
2080,60,-4.66
2090,60,-5.6
2100,60,-6.51
2110,60,-6.73
2120,60,-6.89
2130,60,-7.38
2140,60,-7.22
2150,60,-6.97
2160,60,-6.85
2170,60,-7.59
2180,60,-7.72
2190,60,-7.86
2200,60,-8.51
2210,60,-9.37
2220,60,-9.58
2230,60,-8.78
2240,60,-8.72
2250,60,-8.08
2260,60,-7.47
2270,60,-7.77
2280,60,-7.85
2290,60,-8.42
2300,60,-8.67
2310,60,-9.65
2320,60,-10.46
2330,60,-10.86
2340,60,-10.76
2350,60,-10.9
2360,60,-10.75
2370,60,-10.56
2380,60,-9.9
2390,60,-9.27
400,90,0.33
410,90,-29.26
420,90,-10.7
430,90,-14.32
440,90,-13.22
450,90,-13.19
460,90,-13.09
470,90,-12.02
480,90,-12.2
490,90,-11.37
500,90,4.77
510,90,1.95
520,90,-6.54
530,90,-7.38
540,90,3.95
550,90,4.26
560,90,3.56
570,90,1.36
580,90,-1.41
590,90,-2.52
600,90,-2.68
610,90,-2.97
620,90,-1.96
630,90,-0.36
640,90,-1.8
650,90,-4.36
660,90,-5.24
670,90,-2.29
680,90,-0.6
690,90,-0.21
700,90,-0.55
710,90,-0.74
720,90,-0.31
730,90,16.85
740,90,-2.41
750,90,-0.88
760,90,-0.69
770,90,-0.75
780,90,-0.79
790,90,2.4
800,90,38.62
810,90,59.76
820,90,38.35
830,90,1.33
840,90,-0.78
850,90,-0.23
860,90,0.27
870,90,-0.13
880,90,-0.48
890,90,-0.42
900,90,-0.39
910,90,-0.18
920,90,-0.27
930,90,-0.58
940,90,-0.45
950,90,-0.38
960,90,-2.43
970,90,-1.19
980,90,-1.18
990,90,-1.23
1000,90,-1.29
1010,90,-1.26
1020,90,-1.53
1030,90,-1.33
1040,90,-1.55
1050,90,-1.61
1060,90,-1.67
1070,90,-1.87
1080,90,-2.11
1090,90,0.81
1100,90,0.78
1110,90,0.94
1120,90,0.83
1130,90,0.65
1140,90,0.22
1150,90,-0.24
1160,90,-0.08
1170,90,-0.51
1180,90,-7.39
1190,90,-1.04
1200,90,2.67
1210,90,2.64
1220,90,2.69
1230,90,2.39
1240,90,2.55
1250,90,2.04
1260,90,2.38
1270,90,2.14
1280,90,2.7
1290,90,3.21
1300,90,3.31
1310,90,3.73
1320,90,3.99
1330,90,4.01
1340,90,3.65
1350,90,3.85
1360,90,4.01
1370,90,3.49
1380,90,3.61
1390,90,3.86
1400,90,3.59
1410,90,3.98
1420,90,3.81
1430,90,3.85
1440,90,4.05
1450,90,3.63
1460,90,3.61
1470,90,3.12
1480,90,3.3
1490,90,3.41
1500,90,2.86
1510,90,2.14
1520,90,2.29
1530,90,2.33
1540,90,2
1550,90,2.02
1560,90,2.24
1570,90,2.35
1580,90,2.05
1590,90,1.72
1600,90,1.82
1610,90,1.72
1620,90,2.01
1630,90,2.27
1640,90,2.22
1650,90,1.96
1660,90,2.05
1670,90,2.27
1680,90,2.34
1690,90,2.14
1700,90,2.54
1710,90,2.91
1720,90,2.71
1730,90,2.98
1740,90,3.16
1750,90,3.33
1760,90,3.7
1770,90,3.49
1780,90,3.58
1790,90,4.16
1800,90,4.33
1810,90,4.37
1820,90,4.63
1830,90,5.05
1840,90,5.23
1850,90,5.31
1860,90,5.38
1870,90,5.19
1880,90,5.57
1890,90,5.88
1900,90,6.41
1910,90,7.11
1920,90,7.46
1930,90,7.29
1940,90,7.4
1950,90,7.82
1960,90,8.4
1970,90,8.41
1980,90,8.21
1990,90,8.17
2000,90,7.96
2010,90,7.26
2020,90,6.18
2030,90,4.31
2040,90,2.34
2050,90,-0.23
2060,90,-2.8
2070,90,-5.02
2080,90,-6.49
2090,90,-7.89
2100,90,-9.71
2110,90,-10.39
2120,90,-11.11
2130,90,-11.36
2140,90,-11.37
2150,90,-10.57
2160,90,-9.88
2170,90,-9.92
2180,90,-10.1
2190,90,-10.06
2200,90,-11.07
2210,90,-12.36
2220,90,-13.55
2230,90,-13.17
2240,90,-13.23
2250,90,-12.63
2260,90,-11.52
2270,90,-11.26
2280,90,-11.19
2290,90,-11.04
2300,90,-11.19
2310,90,-12.01
2320,90,-13.21
2330,90,-13.51
2340,90,-13.71
2350,90,-14
2360,90,-14.09
2370,90,-14.04
2380,90,-13.51
2390,90,-12.69
400,120,-47.95
410,120,-27.53
420,120,-11.12
430,120,-13.62
440,120,-16.27
450,120,-10.47
460,120,-8.81
470,120,-4.99
480,120,1.09
490,120,-2.62
500,120,1.55
510,120,1.07
520,120,-7.52
530,120,-5.89
540,120,3.82
550,120,4.47
560,120,8.45
570,120,4.25
580,120,1.88
590,120,-1.6
600,120,-1.76
610,120,-2.26
620,120,-1.51
630,120,-3.52
640,120,1.55
650,120,-1.18
660,120,8.19
670,120,-4.9
680,120,0.75
690,120,-0.43
700,120,-0.43
710,120,-0.24
720,120,3.93
730,120,-8.81
740,120,-3.81
750,120,-0.74
760,120,-0.69
770,120,-0.53
780,120,-0.38
790,120,9.98
800,120,46.58
810,120,56.05
820,120,23.77
830,120,0.53
840,120,-0.26
850,120,-0.65
860,120,-0.3
870,120,-0.58
880,120,-0.47
890,120,-0.33
900,120,-0.44
910,120,-0.31
920,120,-0.06
930,120,-0.11
940,120,-0.29
950,120,-0.7
960,120,-2.09
970,120,-1.39
980,120,-1.07
990,120,-1.29
1000,120,-1.28
1010,120,-1.19
1020,120,-1.38
1030,120,-1.5
1040,120,-1.56
1050,120,-1.68
1060,120,-1.69
1070,120,-1.68
1080,120,0.89
1090,120,0.54
1100,120,0.57
1110,120,0.56
1120,120,0.75
1130,120,0.43
1140,120,0.48
1150,120,0.23
1160,120,-0.1
1170,120,-1.04
1180,120,-67.4
1190,120,1.63
1200,120,2.6
1210,120,2.7
1220,120,3.24
1230,120,2.95
1240,120,2.47
1250,120,2.63
1260,120,2.79
1270,120,2.7
1280,120,3.22
1290,120,3.51
1300,120,3.77
1310,120,3.95
1320,120,4.33
1330,120,4.52
1340,120,3.95
1350,120,4.42
1360,120,4.31
1370,120,4.22
1380,120,4.34
1390,120,4.8
1400,120,4.7
1410,120,5.04
1420,120,5.39
1430,120,5.67
1440,120,5.39
1450,120,5.07
1460,120,4.96
1470,120,4.85
1480,120,4.92
1490,120,5.36
1500,120,4.79
1510,120,4.07
1520,120,4.14
1530,120,4.4
1540,120,4.07
1550,120,4.12
1560,120,4.7
1570,120,4.65
1580,120,4.43
1590,120,4.11
1600,120,4.24
1610,120,4.03
1620,120,4.16
1630,120,5.08
1640,120,5.63
1650,120,4.7
1660,120,4.26
1670,120,4.9
1680,120,5.18
1690,120,4.8
1700,120,5.15
1710,120,6.08
1720,120,6.07
1730,120,5.99
1740,120,6.28
1750,120,6.64
1760,120,6.82
1770,120,6.58
1780,120,6.62
1790,120,7.02
1800,120,7.71
1810,120,7.73
1820,120,8
1830,120,8.12
1840,120,8.18
1850,120,8.21
1860,120,8.13
1870,120,8.15
1880,120,8.22
1890,120,8.56
1900,120,9.15
1910,120,10.05
1920,120,10.53
1930,120,10.3
1940,120,9.95
1950,120,10.21
1960,120,10.86
1970,120,11.47
1980,120,11.57
1990,120,11.27
2000,120,11
2010,120,10.66
2020,120,9.45
2030,120,7.5
2040,120,5.26
2050,120,2.43
